modelID,modelName
5198,沃尔沃XC40
59,奔驰S级
5199,创界
5190,朗逸纯电
5191,哪吒U
5192,上汽MAXUS V90
5193,捷达VS7
5194,领克05
60,奔驰G级
2915,锐铃
63,蓝鸟经典
2914,爱卡
64,阳光
65,宝马5系
66,宝马3系
67,路宝
68,赛马
69,揽胜
2922,桑塔纳
2927,胜达
75,北斗星
2923,长安神骐T20
76,爱迪尔
77,神行者2
78,雅阁
81,飞度
82,途锐
83,东方之子
84,风云
85,旗云
86,夏朗
87,奇瑞QQ3
89,派力奥
2944,思锐
2943,北汽威旺205
2941,海马M3
90,西耶那
91,周末风
94,羚羊
2949,凯迪拉克XTS
95,领航员
97,翼虎(进口)
2945,雪铁龙C4L
98,爱丽舍
99,标致307
2955,晨风
3803,路盛E80
2954,欧力威
2953,奇瑞E3
2952,DS 5
2951,奥迪Q3
3809,迈凯伦540C
2959,陆铃
3800,北京BJ20
2958,smart forjeremy
2957,力帆530
2956,和悦A30
3802,凯迪拉克CT6
3814,途睿欧
2966,奔驰CLA级
2964,吉利SX7
3817,蓝鸟
2963,宝马3系GT
2962,昕锐
2960,越铃
3811,睿骋CC
2968,宝马4系
2967,奔驰CLA级AMG
2980,艾瑞泽7
3825,Giulia
2976,金旅海狮
3827,知豆D2
3828,风光360
2974,观致3
2973,途腾T3
3829,风光330
2972,如虎 XL
2970,如虎 CTR 3
3820,前途K50
3821,风景V5
3823,奔驰V级
3824,森雅R7
2991,林肯MKC
2990,风行CM7
3836,全球鹰K11
2504,长安星光
2988,纳5
2503,丰顺
2987,马自达CX-5
2986,金威
2502,兴顺
3838,曜影
2985,凯歌
2501,东风小康K07II
3839,绅宝X25
2984,胜达(进口)
2500,东风小康K07
3830,风光350
2506,PN货车
3835,全球鹰K10
2505,金牛星
2989,奇瑞QQ
3847,斯达泰克-揽胜
2515,大柴神
2999,中华H220
3848,斯达泰克-揽胜运动版
2514,宝典
2998,中华H330
3849,斯达泰克-卫士
2512,锐骐多功能车
2510,锐骐
2994,奥迪RS 7
2992,英菲尼迪Q50
3840,民意微卡
2519,威虎
2517,傲骏
3845,指南者
3846,黄海N2
2516,小柴神
2526,佳宝T50
3858,维特拉
2525,佳宝T51
3859,哥瑞
2524,新世代全顺
2523,经典全顺
2522,昌铃
2521,飞扬
2520,飞铃
3851,Fortuner
3852,众泰T700
3853,西部牛仔
4701,缤越
3854,杰虎
4702,缤瑞
2527,柯斯达
3857,荣威360
3870,科雷嘉
3871,发现神行
2540,菱智
2537,阁瑞斯
2536,路尊大霸王
2535,福田风景
2534,浪迪
2533,依维柯褒迪
2532,依维柯得意
2531,都灵
2530,得利卡
3861,沃尔沃S90(进口)
3862,奔驰GLC
4710,江淮V7
3864,RALLY FIGHTER
4714,添越PHEV
2539,威麟H5
2538,威麟H3
3868,小金牛
3881,小老虎
3882,英致G5
2545,金杯大海狮
2543,瑞风M5
2542,蒙派克E
2541,瑞风
3872,自由光
3873,C4世嘉
3874,北汽幻速H3
3876,锋范
3877,启腾EX80
3878,中华H3
3891,阿斯顿?马丁DB11
4740,俊风E11K
3893,长安欧尚CX70
2562,奔驰GLK级
2561,宝马X1
2560,传祺GS5
3406,蒂维拉
3405,艾瑞泽5
2557,斯巴鲁BRZ
2556,东风风神A60
3884,北汽新能源EU
801,吉利EC8
3885,金旅大海狮新能源
802,发现
3886,金旅大海狮
804,瑞麒M1
3408,和悦A13RS
806,讴歌ZDX
3407,和悦A13
4737,众泰T800
808,斯帕可
2573,九龙A5
3420,XC Classic
2572,海格H5C
2571,财运300
2570,福家
3417,绅宝X65
4749,飞行家(进口)
2569,星锐
3416,凯路威
2568,财运500
3415,瑞奕
2567,悦翔V3
3414,景逸X3
3413,陆风X7
2566,欧诺S
3412,宝骏730
2565,艾力绅
2564,凌特
3411,沃尔沃XC60
2563,欧朗
4741,长安CS75 PHEV
3894,奥迪e-tron(进口)
3895,AC Schnitzer M3
812,奥迪Q5
3896,圣达菲
813,福瑞迪
814,北京现代i30
4744,探岳
815,猎豹CS7
4745,途岳
3898,智尚S35
4746,途观L新能源
816,瑞风M2
3899,众泰SR7
4748,全球鹰EX3
4760,伽途GT
3430,唐新能源
2583,科帕奇
2582,大MPV
2581,瑞铃
3428,北汽威旺T205-D
3427,绅宝D60
2579,萨普
3426,北汽幻速S6
2578,碧莲
3425,众泰Z500
2577,拓陆者
2576,九龙A6
2575,巴博斯 M级
3422,悦翔V7
2574,丰田86
4752,赛力斯5
822,V12 Vantage
823,海马骑士
824,丘比特
4754,森雅R9
4755,东风?瑞泰特EM30
825,中华骏捷FSV
4756,博瑞新能源
826,Passat领驭
4757,众泰T300新能源
828,悦悦
4758,鑫源X30L
3429,雪铁龙C3-XR
4759,风光ix5
4770,海马8S
4773,力帆650EV
3442,雷克萨斯NX
2111,吉利SC5-RV
3440,风景G7
3439,陆地方舟风尚
2108,华泰B11
2107,埃尔法
3438,陆地方舟V5
5619,奔奔E-Star
3436,艾威
2105,欧悦搏
2103,Lorinser M级
831,比亚迪e6
2102,Lorinser S级
3432,开沃D11
833,陆风X8
834,君越
4764,奔驰A级
4765,易至EX5
835,名爵6
4766,轩逸?纯电
836,古思特
837,风云2
4767,风行T5
4768,奔驰E级新能源
4769,爱驰U5
2109,瑞麒G3
4781,SITECH DEV 1
5631,几何C
2122,长城C20R
3453,捷恩斯
3451,AMG GT
2120,长城C50
2119,长安CX20
2118,马自达8
3448,嘉华(进口)
2117,H-1辉翼
2599,财运100
2115,瑞纳
841,英伦TX4
2114,奥轩G3
3444,江淮K5
2113,日产NV200
3443,江淮K3
844,普力马
4774,福美来F5
5622,Aion V(埃安V)
4775,铃拓
4776,微蓝VELITE 6
5624,BEIJING-X7
4792,哈弗F5
4793,广汽ix4
4310,北汽幻速H5
4795,思皓E20X
4311,金杯T50
2133,路盛E70
3464,宝马8系
3463,东风A9
3462,雷凌
2131,森雅S80
3461,东风风神L60
3460,缤智
4309,中华H230EV
3459,解放T80
850,揽胜运动版
2126,北京BW007
3457,凌渡
3456,征途
852,骑士S12
2125,莲花L5
2124,哈弗H8
3455,黄海N1
853,瑞麒M5
2123,哈弗H6
854,奇瑞X1
3454,哈弗H1
855,海马王子
856,海悦
4302,陆风X2
4787,艾瑞泽GX
858,Yeti(进口)
4304,本田UR-V
859,思铂睿
4789,红旗E-HS3
4305,劲客
4307,纳瓦拉
4320,云度π1
4321,云度π3
5652,BEIJING-U5
4322,Panamera新能源
2144,宝利格
3475,启辰R30
2143,无限V7
2141,传祺GA5
3472,猎豹CS10
860,中华骏捷Cross
2139,五菱宏光
862,华普海景
2137,智跑
3467,豪情SUV
864,帅舰
3466,骐铃T5
865,凯睿
2134,力帆X60
3465,帝豪GS
4796,威麟H6
866,名驭
4312,金杯T52
5644,斯派卡新能源
4797,捷途X90
4314,法拉利812
4799,风光580新能源
869,林肯MKS
4315,启辰M50V
4316,揽胜星脉
4317,众泰Z560
4318,华泰EV160B
4319,跨越王
4330,大众e-up!
4332,力帆330EV
5663,金杯T20S
4333,比亚迪F3新能源
5664,金杯T22S
2155,吉利GC7
3002,众泰Z100
3486,赛麟Mustang
3000,奔腾X80
3481,哈弗H6 Coupe
3480,广汽吉奥GP150
871,高尔夫
872,奥拓
873,翼神
2147,名爵3
874,途观
3477,广汽吉奥GX6
875,凯越
876,秀尔
877,标致308
4324,Cayenne新能源
878,夏利N5
4325,奥迪A3新能源(进口)
879,威志V2
4326,smart fortwo新能源
4327,众泰Z500新能源
4329,力帆620EV
4340,传祺GA5新能源
4341,长城C30新能源
4342,帝豪新能源
4343,逸动新能源
4344,奔驰S级新能源
3497,知豆
3013,Yeti
3495,传祺GS3
3493,东风风神A30
2161,众泰Z200
2160,旗胜V3
3491,3 Wheeler
3490,凌铃
880,奥德赛
3008,帕杰罗?劲畅
882,皇冠
884,拉共达Taraf
3006,海马M6
401,ALFA GT
3488,迈迈
403,雷克萨斯ES
2156,金刚财富
3487,赛麟科迈罗
4334,凯迪拉克CT6 PLUG-IN
888,讴歌RDX(进口)
404,沃尔沃S60(进口)
4335,沃尔沃S60新能源
889,法拉利458
406,沃尔沃C70
4336,SWM斯威X3
4337,沃尔沃XC90新能源
407,比亚迪F3
4338,上汽MAXUS EG10
4339,普力马EV
409,自由舰
4350,宝马5系新能源
4351,新凯V-Class
4353,元新能源
5684,Gemera
5200,昂科拉GX
4355,高尔夫新能源(进口)
5202,炮
2176,速翼特
2171,众泰Z200HB
890,起亚K5(进口)
891,Exige
892,凯泽西
3017,优优2代
411,中华骏捷
412,奥迪Q7
3016,LaFerrari
897,本田CR-Z
413,赛拉图
2168,歌诗图
3015,魅影
414,驰鹏
898,DS 3经典
3014,飞驰
4345,宝马7系新能源
415,Cayman
4346,奔驰GLE新能源
416,英菲尼迪QX
5677,迈凯伦765LT
417,福莱尔
4348,宝马X5新能源
4349,奔驰C级新能源
2180,旗云3
5211,锐际
5696,奕炫GS
5213,小鹏汽车P7
4366,迈凯伦720S
3035,BJ 212
3034,猎豹CT5
2184,纬度
420,乐骋
421,优利欧
424,永源A380
2178,旗云2
425,骐达TIIDA
4356,宝马X1新能源
426,凯迪拉克XLR
428,红旗盛世
429,御翔
4370,天逸 C5 AIRCROSS
4371,众泰Z360
2190,沃尔沃V60
4372,长安睿行M70
5220,雷克萨斯LM
4375,江铃E160
5223,江淮iEV7
4376,长安欧尚A800
5224,启辰T60EV
2198,道奇Ram
2197,奔驰S级AMG
3043,英菲尼迪QX60
2196,宝马M3
3040,大7 MPV
2192,吉利GX2
430,大众Eos
431,雅绅特
432,利亚纳
433,马自达2
434,奇瑞A5
3038,中意V5
3036,东风小康C35
436,日产GT-R
437,标致206
438,贵士
439,乐风
5217,奔驰A级AMG
5218,长安睿行M60
